"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","return_yds","return_yds_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Jack Endries","CIN","TE","17545","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,12.5,0.7413,128,7.413,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-03-26,NA,NA,NA,NA
"Jack Stoll","CLE","TE","15541","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,14.15,4.67019,109.5,27.4281,1.3,0.44478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-01-28,NA,NA,NA,NA
"Bauer Sharp","TB","TE","17660","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,11,0,120,10.3782,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-05-03,NA,NA,NA,NA
"Will Mallory","IND","TE","16220","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,6.6,6.52344,70.5,82.2843,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-06-22,NA,NA,NA,NA
"Jelani Woods","NYJ","TE","15840","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5.05,7.33887,61.5,89.6973,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-10-09,NA,NA,NA,NA
"Devin Culp","TB","TE","16796","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,6.35,6.89409,73.5,65.9757,1,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-02-02,NA,NA,NA,NA
"Tyler Conklin","DET","TE","13675","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0.7413,0,0,0,0,NA,NA,NA,NA,10.1,2.81694,107.5,15.5673,0.75,0.37065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-07-30,NA,NA,NA,NA
"James Mitchell","CAR","TE","15909","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,9.9,1.63086,102,19.2738,0.65,0.51891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-08-11,NA,NA,NA,NA
"Nate Adkins","DEN","TE","16474","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,12.8,3.85476,95,17.7912,1.325,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-07-09,NA,NA,NA,NA
"Travis Vokolek","ARI","TE","16447","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,8.35,5.41149,68.5,60.0453,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1998-06-04,NA,NA,NA,NA
"Luke Farrell","SF","TE","15335","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.8,0,NA,NA,NA,NA,12.05,3.03933,96,14.826,1.6,0.88956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1997-10-14,NA,NA,NA,NA
"Connor Heyward","LVR","TE","15800","robust",NA,NA,NA,NA,NA,NA,12,NA,36,0,1,0,0,0,NA,NA,NA,NA,12.5,2.2239,99,5.9304,1.5,0.7413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-01-22,NA,NA,NA,NA
"Cam Grandy","CIN","TE","16979","robust",NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,NA,NA,NA,NA,12.7,0.44478,95,7.413,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-11-19,NA,NA,NA,NA
"Josh Whyle","GB","TE","16312","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,10.3,1.03782,88.5,15.5673,1.4,0.59304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-09-08,NA,NA,NA,NA
"Jared Wiley","KC","TE","16648","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,6.85,6.15279,49.5,68.9409,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-11-02,NA,NA,NA,NA
"Payne Durham","TB","TE","16218","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,7.65,0.51891,92.5,2.2239,1.65,0.96369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-06-15,NA,NA,NA,NA
"Tanner Koziol","JAC","TE","17644","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6.45,3.78063,64,44.478,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-01-28,NA,NA,NA,NA
"Joe Royer","CLE","TE","17566","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5.2,5.63388,58.5,48.1845,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2002-02-25,NA,NA,NA,NA
"Lucas Krull","DEN","TE","15970","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,11,1.4826,90,1.4826,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-07-11,NA,NA,NA,NA
"Hunter Long","JAC","TE","15334","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,8.75,1.85325,71,26.6868,1.55,0.66717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-08-19,NA,NA,NA,NA
"Chris Manhertz","NYG","TE","12955","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,7.05,2.89107,70,22.239,0.65,0.51891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-04-10,NA,NA,NA,NA
"Maxx Crosby","LVR","DL","14225","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4,4.89258,11,0,0.6,0.44478,4.95,0.0741299999999997,0,0,2019,1997-08-22,NA,NA,NA,NA
"Jeffery Simmons","TEN","DL","14163","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85,9.78516,9,0,0,0,2.2,0.29652,0,0,2019,1997-07-28,NA,NA,NA,NA
"Andrew Van Ginkel","MIN","DL","14249","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.675,7.85778,6,0,0.975,0,8.6,2.37216,0,0,2019,1995-07-01,NA,NA,NA,NA
"DeForest Buckner","IND","DL","12688","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.925,9.34038,6,0,0,0,1,0,0,0,2016,1994-03-17,NA,NA,NA,NA
"Derrick Brown","CAR","DL","14897","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.825,8.45082,4,0,0,0,3.45,0.66717,0,0,2020,1998-04-15,NA,NA,NA,NA
"Byron Young","LAR","DL","16276","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.25,23.35095,6,0,0,0,0,0,0,0,2023,1998-03-13,NA,NA,NA,NA
"Dallas Turner","MIN","DL","16650","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.725,0.148260000000002,6,0,0.15,0,2.3,0.44478,0,0,2024,2003-02-02,NA,NA,NA,NA
"Tommy Togiai","HOU","DL","15358","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,25.2042,2,0,0,0,3.4,0,1.4,0,2021,1999-09-19,NA,NA,NA,NA
"Cameron Heyward","PIT","DL","10266","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,7.413,3,0,0,0,4.75,0.37065,0,0,2011,1989-05-06,NA,NA,NA,NA
"Brian Burns","NYG","DL","14171","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.15,21.34944,11,0,0,0,5.3,2.52042,0,0,2019,1998-04-23,NA,NA,NA,NA
"Nick Bosa","SF","DL","14147","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7,3.26172,11,0,0.15,0,0.95,0.0741299999999999,0,0,2019,1997-10-23,"Q","Knee - ACL",2026,0
"Jalen Redmond","MIN","DL","16927","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,3.40998,4,0,0,0,3.95,1.40847,0,0,2022,1999-03-12,NA,NA,NA,NA
"T.J. Watt","PIT","DL","13214","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.275,2.81694,8,0,0.8,0.29652,5.4,0.889559999999999,0,0,2017,1994-10-11,NA,NA,NA,NA
"Jordan Davis","PHI","DL","15817","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.575,6.96822,3,0,0,0,3.35,0.51891,0.7,0,2022,2000-01-12,NA,NA,NA,NA
"Myles Garrett","LAR","DL","13198","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.05,16.01208,13,0,0.125,0,1.4,0.59304,0,0,2017,1995-12-29,NA,NA,NA,NA
"Alex Highsmith","PIT","DL","14940","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,0.889560000000002,9,0,0,0,3.85,1.26021,0,0,2020,1997-08-07,NA,NA,NA,NA
"Quinnen Williams","DAL","DL","14157","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.75,19.2738,6,0,0.15,0,0.8,0.29652,0,0,2019,1997-12-21,NA,NA,NA,NA
"Byron Murphy","SEA","DL","16689","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.025,5.78214,5,0,0,0,1.15,0.22239,0,0,2024,2002-09-08,NA,NA,NA,NA
"Will Anderson","HOU","DL","16223","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.175,4.89258,12,0,0,0,3.1,0.14826,0,0,2023,2001-09-02,NA,NA,NA,NA
"Travon Walker","JAC","DL","15815","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.725,3.11346,7,0,0,0,1.65,0.51891,0.4,0,2022,2000-12-18,NA,NA,NA,NA
"Malcolm Roach","DEN","DL","15089","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,27.57636,4,0,0,0,0.3,0,0,0,2020,1998-06-09,NA,NA,NA,NA
"Jared Verse","CLE","DL","16653","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,3.26172,8,0,0,0,1.25,1.11195,1.1,0,2024,2000-11-04,NA,NA,NA,NA
"Gregory Rousseau","BUF","DL","15346","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,9.48864,7,0,0,0,2.65,0.96369,0,0,2021,2000-04-05,NA,NA,NA,NA
"Carl Granderson","NO","DL","14405","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.85,5.33736,6,0,0.6,0.44478,3.2,0.29652,0,0,2019,1996-12-18,NA,NA,NA,NA
"Zach Harrison","ATL","DL","16227","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.975,19.42206,4,0,0,0,2.75,1.85325,0,0,2023,2001-08-14,"O","Undisclosed",2026,0
"Leonard Williams","SEA","DL","12225","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,24.01812,4,0,0.15,0,1.35,0.96369,0.6,0,2015,1994-06-20,NA,NA,NA,NA
"Adam Butler","LVR","DL","13448","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.75,11.8608,3,0,0,0,1.15,0.22239,0,0,NA,1994-04-12,NA,NA,NA,NA
"Danielle Hunter","HOU","DL","12221","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,3.7065,11,0,0,0,2.85,0.22239,0.2,0,2015,1994-10-29,NA,NA,NA,NA
"Aidan Hutchinson","DET","DL","15805","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,4.15128,12,0,0.75,0,2.65,0.51891,0,0,2022,2000-08-09,NA,NA,NA,NA
"Aidan Hutchinson","DET","DL","15805","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,4.15128,12,0,0.75,0,2.65,0.51891,0,0,2022,2002-02-13,NA,NA,NA,NA
"Jonathan Greenard","PHI","DL","14882","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.55,13.04688,8,0,0.175,0,3.55,0.81543,0.3,0,2020,1997-05-25,"O","Pectoral",2026,0
"Tuli Tuipulotu","LAC","DL","16266","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,0.444779999999996,10,0,0.175,0,3.2,0.29652,0,0,2023,2002-09-03,NA,NA,NA,NA
"Josh Allen","JAC","DL","14167","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.55,6.07866,10,0,0,0,2.35,0.96369,0,0,2019,1997-07-13,NA,NA,NA,NA
"George Karlaftis","KC","DL","15808","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.05,1.18608,8,0,0,0,1.75,0.37065,0,0,2022,2001-04-03,NA,NA,NA,NA
"Harold Landry","NE","DL","13700","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,25.2042,7,0,0,0,1,1.4826,0,0,2018,1996-06-05,"O","Undisclosed",2026,0
"Demarcus Lawrence","SEA","DL","11769","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.05,0.148260000000002,7,0,0,0,2,1.4826,1.1,0,2014,1992-04-28,NA,NA,NA,NA
"Montez Sweat","CHI","DL","14148","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.925,22.239,7,0,0,0,2.85,0.22239,0,0,2019,1996-09-04,NA,NA,NA,NA
"YaYa Diaby","TB","DL","16278","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.725,1.63086,7,0,0,0,0.95,0.0741299999999999,0,0,2023,1999-05-30,NA,NA,NA,NA
"Donovan Ezeiruaku","DAL","DL","17135","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.025,2.81694,5,0,0.175,0,1.2,0.29652,0,0,2025,2003-05-25,NA,NA,NA,NA
"Jalen Carter","PHI","DL","16233","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.4826,5,0,0,0,5.95,1.40847,0,0,2023,2001-04-04,NA,NA,NA,NA
"Mason Graham","CLE","DL","17121","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,3.55824,3,0,0,0,3.1,0.14826,0,0,2025,2003-09-03,NA,NA,NA,NA
"Nathan Shepherd","NO","DL","13744","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.85,25.42659,3,0,0,0,0,0,0,0,2018,1993-10-09,NA,NA,NA,NA
"Austin Booker","CHI","DL","16734","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.75,0.7413,7,0,0,0,1.35,0.51891,0,0,2024,2002-12-14,NA,NA,NA,NA
"Myles Murphy","CIN","DL","16224","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.05,13.93644,6,0,0,0,1.3,1.03782,0,0,2023,2002-01-03,NA,NA,NA,NA
"Lukas Van Ness","GB","DL","16230","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.65,1.18608,5,0,0,0,1.5,2.2239,0,0,2023,2001-07-06,NA,NA,NA,NA
"Jermaine Johnson","TEN","DL","15809","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,8.45082,5,0,0,0,2.35,0.51891,0,0,2022,1999-01-08,NA,NA,NA,NA
"Jonah Laulu","LVR","DL","16787","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,18.08772,3,0,0,0,4.9,0,0,0,2024,2000-06-30,NA,NA,NA,NA
"Chase Young","NO","DL","14877","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.95,13.93644,10,0,0,0,4.6,0.889559999999999,1.3,0,2020,1999-04-14,NA,NA,NA,NA
"Ed Oliver","BUF","DL","14158","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,2.37216,6,0,0,0,1.9,0.14826,0,0,2019,1997-12-12,NA,NA,NA,NA
"Devonte Wyatt","GB","DL","15819","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5.1891,4,0,0,0,1.3,0.44478,0,0,2022,1998-03-31,NA,NA,NA,NA
"Da'Ron Payne","WAS","DL","13723","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,0.593039999999998,3,0,0,0,3.3,0.44478,0,0,2018,1997-05-27,NA,NA,NA,NA
"Jayson Oweh","WAS","DL","15378","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.45,3.55824,8,0,0,0,0,0,0,0,2021,1998-12-15,NA,NA,NA,NA
"David Bailey","NYJ","DL","17551","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,2.2239,8,0,0,0,1.5,0.7413,0,0,2026,2003-08-28,NA,NA,NA,NA
"Bradley Chubb","BUF","DL","13681","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.75,5.1891,6,0,0.2,0,1.05,0.0741300000000001,0,0,2018,1996-06-24,NA,NA,NA,NA
"Justin Madubuike","BAL","DL","14900","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.525,1.33434,5,0,0.075,0,1,0,0,0,2020,1997-11-17,NA,NA,NA,NA
"Jonathon Cooper","DEN","DL","15484","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.05,1.63086,6,0,0,0,2.65,0.51891,0,0,2021,1998-01-08,NA,NA,NA,NA
"Zach Sieler","MIA","DL","13839","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,0.296519999999999,4,0,0,0,1.15,0.22239,0,0,2018,1995-09-07,NA,NA,NA,NA
"Khalil Mack","LAC","DL","11721","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,4.15128,6,0,0,0,2.1,1.63086,0,0,2014,1991-02-22,NA,NA,NA,NA
"Laiatu Latu","IND","DL","16651","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.95,12.45384,8,0,1.05,1.4826,4,1.4826,0,0,2024,2000-12-31,NA,NA,NA,NA
"Alex Wright","CLE","DL","15864","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,20.0151,6,0,0,0,1.85,1.26021,0,0,2022,2000-09-05,NA,NA,NA,NA
"Jaelan Phillips","CAR","DL","15349","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.375,2.2239,6,0,0.075,0,3.55,0.81543,0,0,2021,1999-05-28,NA,NA,NA,NA
"Teair Tart","LAC","DL","15173","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,13.63992,3,0,0,0,5.9,0,0,0,2020,1997-02-28,NA,NA,NA,NA
"D.J. Wonnum","DET","DL","14947","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.75,2.9652,5,0,0.125,0,2,1.4826,0,0,2020,1997-10-31,NA,NA,NA,NA
"Walter Nolen","ARI","DL","17136","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.775,2.81694,4,0,0,0,1.05,0.0741300000000001,0.3,0,2025,2003-10-14,NA,NA,NA,NA
"Trey Hendrickson","BAL","DL","13284","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.125,8.1543,10,0,0,0,3.6,0.59304,0,0,2017,1994-12-05,NA,NA,NA,NA
"Milton Williams","NE","DL","15391","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4,20.16336,6,0,0,0,1.8,0,0,0,2021,1999-04-06,NA,NA,NA,NA
"Kobie Turner","LAR","DL","16282","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.45,1.77912,5,0,0.025,0,2.4,0.88956,0.3,0,2023,1999-04-26,"Q","Undisclosed",2026,0
"Nik Bonitto","DEN","DL","15861","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,8.8956,10,0,0.05,0,2.25,0.37065,0,0,2022,1999-09-26,"Q","Leg",2026,0
